,region,edad_ingreso,egreso_em,prom_lem,tipo_estudio,tipo_colegio,genero,año_ingreso,codigo_carrera,tipo_renuncia,año,semestre,nombre_carrera
1922,VIII - BIO-BIO,24,2015,5.1,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1444718,No desertor,2021,1,Analista Programador Computacional
1923,VIII - BIO-BIO,20,2020,4.7,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1444718,No desertor,2021,1,Analista Programador Computacional
1924,VIII - BIO-BIO,21,2020,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1444718,No desertor,2021,1,Analista Programador Computacional
1925,VIII - BIO-BIO,31,2008,6.1,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1444718,No desertor,2021,2,Analista Programador Computacional
1926,VIII - BIO-BIO,21,2020,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1444718,No desertor,2021,2,Analista Programador Computacional
1927,VIII - BIO-BIO,24,2015,5.1,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1444718,No desertor,2021,2,Analista Programador Computacional
1928,VIII - BIO-BIO,21,2020,6.1,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1444718,No desertor,2022,1,Analista Programador Computacional
1929,VIII - BIO-BIO,22,2021,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1444718,No desertor,2022,1,Analista Programador Computacional
1930,VIII - BIO-BIO,20,2020,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1444718,No desertor,2022,1,Analista Programador Computacional
1931,VIII - BIO-BIO,31,2008,6.1,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1444718,No desertor,2022,1,Analista Programador Computacional
1932,VIII - BIO-BIO,21,2020,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1444718,No desertor,2022,1,Analista Programador Computacional
1933,VIII - BIO-BIO,21,2020,6.1,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1444718,No desertor,2022,2,Analista Programador Computacional
1934,VIII - BIO-BIO,22,2021,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1444718,No desertor,2022,2,Analista Programador Computacional
1935,VIII - BIO-BIO,21,2020,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1444718,No desertor,2022,2,Analista Programador Computacional
1936,VIII - BIO-BIO,31,2008,6.1,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1444718,No desertor,2022,2,Analista Programador Computacional
1937,VIII - BIO-BIO,23,2019,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1444718,No desertor,2023,1,Analista Programador Computacional
1938,VIII - BIO-BIO,27,2014,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1444718,No desertor,2023,1,Analista Programador Computacional
1939,VIII - BIO-BIO,19,2022,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1444718,No desertor,2023,1,Analista Programador Computacional
1940,VIII - BIO-BIO,24,2017,5.2,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1444718,No desertor,2023,1,Analista Programador Computacional
1941,VIII - BIO-BIO,20,2020,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1444718,No desertor,2023,1,Analista Programador Computacional
1942,VIII - BIO-BIO,21,2020,6.1,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1444718,No desertor,2023,1,Analista Programador Computacional
1943,VIII - BIO-BIO,24,2015,5.2,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1444718,No desertor,2023,1,Analista Programador Computacional
1944,VIII - BIO-BIO,21,2020,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1444718,No desertor,2023,1,Analista Programador Computacional
1945,VIII - BIO-BIO,23,2019,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1444718,No desertor,2023,2,Analista Programador Computacional
1946,VIII - BIO-BIO,27,2014,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1444718,No desertor,2023,2,Analista Programador Computacional
1947,VIII - BIO-BIO,24,2017,5.2,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1444718,No desertor,2023,2,Analista Programador Computacional
1948,VIII - BIO-BIO,19,2022,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1444718,No desertor,2023,2,Analista Programador Computacional
1949,VIII - BIO-BIO,21,2020,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1444718,No desertor,2023,2,Analista Programador Computacional
1950,VIII - BIO-BIO,24,2015,5.2,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1444718,No desertor,2023,2,Analista Programador Computacional
1951,VIII - BIO-BIO,21,2020,6.1,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1444718,No desertor,2023,2,Analista Programador Computacional
1952,VIII - BIO-BIO,20,2020,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1444718,No desertor,2023,2,Analista Programador Computacional
1953,VIII - BIO-BIO,20,2018,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446214,No desertor,2021,2,Ingenieria en Conectividad y Redes
1954,VIII - BIO-BIO,20,2021,5.7,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446214,No desertor,2022,1,Ingenieria en Conectividad y Redes
1955,VIII - BIO-BIO,20,2018,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446214,No desertor,2022,1,Ingenieria en Conectividad y Redes
1956,VIII - BIO-BIO,20,2018,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446214,No desertor,2022,2,Ingenieria en Conectividad y Redes
1957,VIII - BIO-BIO,22,2021,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446214,No desertor,2023,1,Ingenieria en Conectividad y Redes
1958,VIII - BIO-BIO,22,2021,5.4,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446214,No desertor,2023,1,Ingenieria en Conectividad y Redes
1959,VIII - BIO-BIO,21,2020,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446214,No desertor,2023,1,Ingenieria en Conectividad y Redes
1960,VIII - BIO-BIO,20,2020,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446214,No desertor,2023,1,Ingenieria en Conectividad y Redes
1961,VIII - BIO-BIO,22,2019,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446214,No desertor,2023,1,Ingenieria en Conectividad y Redes
1962,VIII - BIO-BIO,20,2018,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446214,No desertor,2023,1,Ingenieria en Conectividad y Redes
1963,VIII - BIO-BIO,19,2020,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446214,No desertor,2023,1,Ingenieria en Conectividad y Redes
1964,VIII - BIO-BIO,20,2020,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446214,No desertor,2023,2,Ingenieria en Conectividad y Redes
1965,VIII - BIO-BIO,22,2021,5.4,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446214,No desertor,2023,2,Ingenieria en Conectividad y Redes
1966,VIII - BIO-BIO,21,2020,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446214,No desertor,2023,2,Ingenieria en Conectividad y Redes
1967,VIII - BIO-BIO,22,2019,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446214,No desertor,2023,2,Ingenieria en Conectividad y Redes
1968,VIII - BIO-BIO,19,2020,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446214,No desertor,2023,2,Ingenieria en Conectividad y Redes
1969,VIII - BIO-BIO,24,2014,6.2,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446114,No desertor,2021,1,Ingenieria en Informatica
1970,VIII - BIO-BIO,24,2020,5.1,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2021,1,Ingenieria en Informatica
1971,VIII - BIO-BIO,20,2019,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2021,1,Ingenieria en Informatica
1972,VIII - BIO-BIO,25,2013,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2021,1,Ingenieria en Informatica
1973,VIII - BIO-BIO,20,2019,5.0,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2021,1,Ingenieria en Informatica
1974,VIII - BIO-BIO,20,2019,5.0,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2021,2,Ingenieria en Informatica
1975,VIII - BIO-BIO,20,2019,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2021,2,Ingenieria en Informatica
1976,VIII - BIO-BIO,25,2013,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2021,2,Ingenieria en Informatica
1977,VIII - BIO-BIO,24,2014,6.2,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446114,No desertor,2021,2,Ingenieria en Informatica
1978,VIII - BIO-BIO,21,2019,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2022,1,Ingenieria en Informatica
1979,VIII - BIO-BIO,20,2019,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2022,1,Ingenieria en Informatica
1980,VIII - BIO-BIO,25,2013,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2022,1,Ingenieria en Informatica
1981,VIII - BIO-BIO,20,2019,5.0,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2022,1,Ingenieria en Informatica
1982,VIII - BIO-BIO,18,2021,5.2,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2022,1,Ingenieria en Informatica
1983,VIII - BIO-BIO,24,2014,6.2,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446114,No desertor,2022,1,Ingenieria en Informatica
1984,VIII - BIO-BIO,21,2019,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2022,2,Ingenieria en Informatica
1985,VIII - BIO-BIO,20,2019,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2022,2,Ingenieria en Informatica
1986,VIII - BIO-BIO,25,2013,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2022,2,Ingenieria en Informatica
1987,VIII - BIO-BIO,18,2021,5.2,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2022,2,Ingenieria en Informatica
1988,VIII - BIO-BIO,24,2014,6.2,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446114,No desertor,2022,2,Ingenieria en Informatica
1989,VIII - BIO-BIO,22,2020,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2023,1,Ingenieria en Informatica
1990,VIII - BIO-BIO,18,2021,5.2,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2023,1,Ingenieria en Informatica
1991,VIII - BIO-BIO,20,2022,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446114,No desertor,2023,1,Ingenieria en Informatica
1992,VIII - BIO-BIO,19,2022,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446114,No desertor,2023,1,Ingenieria en Informatica
1993,VIII - BIO-BIO,24,2017,5.2,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446114,No desertor,2023,1,Ingenieria en Informatica
1994,VIII - BIO-BIO,18,2022,6.1,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446114,No desertor,2023,1,Ingenieria en Informatica
1995,VIII - BIO-BIO,22,2017,4.9,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446114,No desertor,2023,1,Ingenieria en Informatica
1996,VIII - BIO-BIO,21,2018,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2023,1,Ingenieria en Informatica
1997,VIII - BIO-BIO,18,2020,6.2,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2023,1,Ingenieria en Informatica
1998,VIII - BIO-BIO,24,2014,6.2,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446114,No desertor,2023,1,Ingenieria en Informatica
1999,VIII - BIO-BIO,19,2018,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446114,No desertor,2023,1,Ingenieria en Informatica
2000,VIII - BIO-BIO,21,2019,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2023,1,Ingenieria en Informatica
2001,VIII - BIO-BIO,29,2011,6.0,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2023,1,Ingenieria en Informatica
2002,VIII - BIO-BIO,20,2019,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2023,1,Ingenieria en Informatica
2003,VIII - BIO-BIO,20,2020,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2023,1,Ingenieria en Informatica
2004,VIII - BIO-BIO,20,2019,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2023,1,Ingenieria en Informatica
2005,VIII - BIO-BIO,19,2020,6.2,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2023,1,Ingenieria en Informatica
2006,VIII - BIO-BIO,25,2013,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2023,1,Ingenieria en Informatica
2007,VIII - BIO-BIO,18,2021,5.2,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2023,2,Ingenieria en Informatica
2008,VIII - BIO-BIO,19,2022,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446114,No desertor,2023,2,Ingenieria en Informatica
2009,VIII - BIO-BIO,24,2017,5.2,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446114,No desertor,2023,2,Ingenieria en Informatica
2010,VIII - BIO-BIO,18,2022,6.1,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446114,No desertor,2023,2,Ingenieria en Informatica
2011,VIII - BIO-BIO,23,2017,4.9,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2023,2,Ingenieria en Informatica
2012,VIII - BIO-BIO,18,2020,6.2,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2023,2,Ingenieria en Informatica
2013,VIII - BIO-BIO,21,2018,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2023,2,Ingenieria en Informatica
2014,VIII - BIO-BIO,22,2018,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446114,No desertor,2023,2,Ingenieria en Informatica
2015,VIII - BIO-BIO,24,2014,6.2,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446114,No desertor,2023,2,Ingenieria en Informatica
2016,VIII - BIO-BIO,29,2011,6.0,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2023,2,Ingenieria en Informatica
2017,VIII - BIO-BIO,20,2019,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2023,2,Ingenieria en Informatica
2018,VIII - BIO-BIO,22,2020,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2023,2,Ingenieria en Informatica
2019,VIII - BIO-BIO,25,2013,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2023,2,Ingenieria en Informatica
2020,VIII - BIO-BIO,19,2020,6.2,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2023,2,Ingenieria en Informatica
2021,VIII - BIO-BIO,20,2020,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2023,2,Ingenieria en Informatica
2022,VIII - BIO-BIO,20,2019,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2023,2,Ingenieria en Informatica
2023,VIII - BIO-BIO,21,2019,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2023,2,Ingenieria en Informatica
2024,VIII - BIO-BIO,20,2013,5.4,Cientifico Humanista,Particular Subvencionado,Masculino,2015,1446102,No desertor,2021,1,Ingenieria en Informatica
2025,VIII - BIO-BIO,23,2013,5.2,Cientifico Humanista,Particular Subvencionado,Masculino,2018,1446103,No desertor,2021,1,Ingenieria en Informatica
2026,VIII - BIO-BIO,20,2013,5.4,Cientifico Humanista,Particular Subvencionado,Masculino,2015,1446102,No desertor,2021,2,Ingenieria en Informatica
2027,VIII - BIO-BIO,23,2013,5.2,Cientifico Humanista,Particular Subvencionado,Masculino,2018,1446103,No desertor,2021,2,Ingenieria en Informatica
2028,VIII - BIO-BIO,23,2018,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1444707,No desertor,2023,1,Analista Programador Computacional
2029,VIII - BIO-BIO,20,2019,5.9,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1444718,No desertor,2023,1,Analista Programador Computacional
2030,VIII - BIO-BIO,24,2015,5.1,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1444718,No desertor,2021,1,Analista Programador Computacional
2031,VIII - BIO-BIO,28,2008,5.0,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1444707,No desertor,2021,1,Analista Programador Computacional
2032,VIII - BIO-BIO,20,2018,5.2,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1444707,No desertor,2021,1,Analista Programador Computacional
2033,VIII - BIO-BIO,20,2018,5.2,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1444707,No desertor,2021,2,Analista Programador Computacional
2034,VIII - BIO-BIO,28,2008,5.0,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1444707,No desertor,2021,2,Analista Programador Computacional
2035,VIII - BIO-BIO,28,2008,5.0,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1444707,No desertor,2022,1,Analista Programador Computacional
2036,VIII - BIO-BIO,20,2019,6.0,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1444718,No desertor,2023,1,Analista Programador Computacional
2037,VIII - BIO-BIO,21,2019,5.1,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446214,No desertor,2021,1,Ingenieria en Conectividad y Redes
2038,VIII - BIO-BIO,20,2019,5.1,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446214,No desertor,2021,2,Ingenieria en Conectividad y Redes
2039,VIII - BIO-BIO,19,2021,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446214,No desertor,2022,1,Ingenieria en Conectividad y Redes
2040,VIII - BIO-BIO,21,2019,5.1,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446214,No desertor,2022,1,Ingenieria en Conectividad y Redes
2041,VIII - BIO-BIO,19,2021,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446214,No desertor,2022,2,Ingenieria en Conectividad y Redes
2042,VIII - BIO-BIO,20,2019,5.1,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446214,No desertor,2022,2,Ingenieria en Conectividad y Redes
2043,VIII - BIO-BIO,19,2021,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446214,No desertor,2023,1,Ingenieria en Conectividad y Redes
2044,VIII - BIO-BIO,19,2021,4.8,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446214,No desertor,2023,1,Ingenieria en Conectividad y Redes
2045,VIII - BIO-BIO,20,2021,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446214,No desertor,2023,1,Ingenieria en Conectividad y Redes
2046,VIII - BIO-BIO,19,2021,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446214,No desertor,2023,2,Ingenieria en Conectividad y Redes
2047,VIII - BIO-BIO,19,2021,4.8,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446214,No desertor,2023,2,Ingenieria en Conectividad y Redes
2048,VIII - BIO-BIO,20,2021,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446214,No desertor,2023,2,Ingenieria en Conectividad y Redes
2049,VIII - BIO-BIO,22,2017,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2021,1,Ingenieria en Informatica
2050,VIII - BIO-BIO,21,2016,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446114,No desertor,2021,1,Ingenieria en Informatica
2051,VIII - BIO-BIO,20,2017,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2021,1,Ingenieria en Informatica
2052,VIII - BIO-BIO,20,2017,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2021,2,Ingenieria en Informatica
2053,VIII - BIO-BIO,19,2021,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2022,1,Ingenieria en Informatica
2054,VIII - BIO-BIO,19,2021,5.2,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2022,1,Ingenieria en Informatica
2055,VIII - BIO-BIO,20,2017,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2022,1,Ingenieria en Informatica
2056,VIII - BIO-BIO,19,2021,5.2,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2022,2,Ingenieria en Informatica
2057,VIII - BIO-BIO,19,2021,5.2,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2023,1,Ingenieria en Informatica
2058,VIII - BIO-BIO,22,2019,6.2,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446114,No desertor,2023,1,Ingenieria en Informatica
2059,VIII - BIO-BIO,20,2017,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2023,1,Ingenieria en Informatica
2060,VIII - BIO-BIO,19,2018,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2023,1,Ingenieria en Informatica
2061,VIII - BIO-BIO,19,2021,5.2,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2023,2,Ingenieria en Informatica
2062,VIII - BIO-BIO,21,2019,6.3,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2023,2,Ingenieria en Informatica
2063,VIII - BIO-BIO,20,2017,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2023,2,Ingenieria en Informatica
2064,XI - AYSEN,20,2018,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446214,No desertor,2023,1,Ingenieria en Conectividad y Redes
2065,XI - AYSEN,20,2018,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446214,No desertor,2023,2,Ingenieria en Conectividad y Redes
2066,VIII - BIO-BIO,20,2017,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2018,1446103,No desertor,2021,1,Ingenieria en Informatica
2067,VIII - BIO-BIO,21,2012,5.2,Cientifico Humanista,Particular Subvencionado,Masculino,2016,1446102,No desertor,2021,1,Ingenieria en Informatica
2068,VIII - BIO-BIO,21,2012,5.2,Cientifico Humanista,Particular Subvencionado,Masculino,2016,1446102,No desertor,2021,2,Ingenieria en Informatica
2069,III - ATACAMA,19,2021,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2023,1,Ingenieria en Informatica
2070,III - ATACAMA,19,2021,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2023,2,Ingenieria en Informatica
2071,V - VALPARAISO,27,2012,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1444718,No desertor,2023,1,Analista Programador Computacional
2072,VIII - BIO-BIO,24,2010,5.1,Cientifico Humanista,Particular Subvencionado,Masculino,2016,1444706,No desertor,2021,1,Analista Programador Computacional
2073,VIII - BIO-BIO,20,2016,5.1,Cientifico Humanista,Particular Subvencionado,Masculino,2017,1444707,No desertor,2023,1,Analista Programador Computacional
2074,VIII - BIO-BIO,24,2012,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2018,1444707,No desertor,2023,1,Analista Programador Computacional
2075,VIII - BIO-BIO,24,2012,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2018,1444707,No desertor,2023,2,Analista Programador Computacional
2076,VIII - BIO-BIO,22,2015,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2018,1446103,No desertor,2021,1,Ingenieria en Informatica
2077,VIII - BIO-BIO,19,2017,6.1,Cientifico Humanista,Particular Subvencionado,Masculino,2018,1446103,No desertor,2021,1,Ingenieria en Informatica
2078,VIII - BIO-BIO,22,2015,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2018,1446103,No desertor,2021,2,Ingenieria en Informatica
2079,VIII - BIO-BIO,19,2017,6.1,Cientifico Humanista,Particular Subvencionado,Masculino,2018,1446103,No desertor,2021,2,Ingenieria en Informatica
2080,VIII - BIO-BIO,24,2013,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2018,1446103,No desertor,2022,1,Ingenieria en Informatica
2081,VIII - BIO-BIO,19,2017,6.1,Cientifico Humanista,Particular Subvencionado,Masculino,2018,1446103,No desertor,2022,2,Ingenieria en Informatica
2082,VIII - BIO-BIO,24,2013,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2018,1446103,No desertor,2023,1,Ingenieria en Informatica
2083,VIII - BIO-BIO,31,2010,5.1,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446114,No desertor,2023,1,Ingenieria en Informatica
2084,VIII - BIO-BIO,31,2010,5.1,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446114,No desertor,2023,2,Ingenieria en Informatica
2085,VIII - BIO-BIO,19,2018,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1444707,No desertor,2023,1,Analista Programador Computacional
2086,VIII - BIO-BIO,23,2017,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446214,No desertor,2023,1,Ingenieria en Conectividad y Redes
2087,VIII - BIO-BIO,23,2017,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446214,No desertor,2023,2,Ingenieria en Conectividad y Redes
2088,VIII - BIO-BIO,23,2014,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2021,1,Ingenieria en Informatica
2089,VIII - BIO-BIO,19,2017,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2021,1,Ingenieria en Informatica
2090,VIII - BIO-BIO,23,2014,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2021,2,Ingenieria en Informatica
2091,VIII - BIO-BIO,19,2017,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2021,2,Ingenieria en Informatica
2092,VIII - BIO-BIO,23,2014,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2022,1,Ingenieria en Informatica
2093,VIII - BIO-BIO,20,2019,5.9,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446114,No desertor,2022,1,Ingenieria en Informatica
2094,VIII - BIO-BIO,20,2019,5.9,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446114,No desertor,2022,2,Ingenieria en Informatica
2095,VIII - BIO-BIO,23,2014,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2022,2,Ingenieria en Informatica
2096,VIII - BIO-BIO,23,2014,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2023,1,Ingenieria en Informatica
2097,VIII - BIO-BIO,18,2020,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2023,1,Ingenieria en Informatica
2098,VIII - BIO-BIO,18,2020,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2023,2,Ingenieria en Informatica
